OMR Version,Policy # (masked),Odom Reading 1 (Previous),Odom Reading 1 (Update),Odom Reading 2 (Previous),Odom Reading 2 (Update),Odom Reading 3 (Previous),Odom Reading 3 (Update),Odom Reading 4 (Previous),Odom Reading 4 (Update),Odom Reading All (Previous),Odom Reading All (Update),Diff All,Count1,Count2,Count3,Count4,#Cars in Policy
Sign Bottom,315,30687,60837,,,,,,,30687,60837,30150,1,0,0,0,1
Sign Bottom,316,50751,76259,,,,,,,50751,76259,25508,1,0,0,0,1
Sign Top,317,15,41852,53009,98724,,,,,26512,70288,43776,1,1,0,0,2
Sign Top,318,62508,91575,,,,,,,62508,91575,29067,1,0,0,0,1
Sign Top,319,86943,132888,81096,102682,,,,,84019.5,117785,33765.5,1,1,0,0,2
Sign Top,320,59220,83592,35368,49292,,,,,47294,66442,19148,1,1,0,0,2
Sign Top,321,27000,49976,,,,,,,27000,49976,22976,1,0,0,0,1
Sign Top,322,110,13479,,,,,,,110,13479,13369,1,0,0,0,1
Sign Top,323,19303,51884,,,,,,,19303,51884,32581,1,0,0,0,1
Sign Bottom,324,55091,100462,,,,,,,55091,100462,45371,1,0,0,0,1
Sign Bottom,325,49352,85870,,,,,,,49352,85870,36518,1,0,0,0,1
Sign Bottom,326,60081,98846,,,,,,,60081,98846,38765,1,0,0,0,1
Sign Top,327,3372,17833,66,29473,6,45573,,,1148,30959.66667,29811.66667,1,1,1,0,3
Sign Top,328,45000,64047,,,,,,,45000,64047,19047,1,0,0,0,1
Sign Top,329,7055,51813,26662,61520,,,,,16858.5,56666.5,39808,1,1,0,0,2
Sign Top,330,81877,109837,,,,,,,81877,109837,27960,1,0,0,0,1
Sign Top,331,5000,10214,,,,,,,5000,10214,5214,1,0,0,0,1
Sign Bottom,332,1721,30093,30482,38315,,,,,16101.5,34204,18102.5,1,1,0,0,2
Sign Top,333,126451,176134,,,,,,,126451,176134,49683,1,0,0,0,1
Sign Top,334,105663,137021,39942,79072,,,,,72802.5,108046.5,35244,1,1,0,0,2
Sign Top,335,194770,232729,40000,41028,,,,,117385,136878.5,19493.5,1,1,0,0,2
Sign Top,336,59230,80215,40087,44154,,,,,49658.5,62184.5,12526,1,1,0,0,2
Sign Bottom,337,164132,202271,,,,,,,164132,202271,38139,1,0,0,0,1
Sign Bottom,338,5920,52594,99499,103431,58347,84388,,,54588.66667,80137.66667,25549,1,1,1,0,3
Sign Top,339,142471,172366,190248,218863,,,,,166359.5,195614.5,29255,1,1,0,0,2
Sign Top,340,188688,197094,16191,20899,50113,89616,,,84997.33333,102536.3333,17539,1,1,1,0,3
Sign Bottom,341,106629,109234,40026,85230,,,,,73327.5,97232,23904.5,1,1,0,0,2
Sign Top,342,66000,80338,59000,80776,62000,102496,,,62333.33333,87870,25536.66667,1,1,1,0,3
Sign Top,343,54778,90188,,,,,,,54778,90188,35410,1,0,0,0,1
Sign Bottom,344,68826,113082,,,,,,,68826,113082,44256,1,0,0,0,1
Sign Top,345,55152,97142,,,,,,,55152,97142,41990,1,0,0,0,1
Sign Top,346,73507,75575,61000,76198,,,,,67253.5,75886.5,8633,1,1,0,0,2
Sign Top,347,16140,58117,,,950,20444,,,8545,39280.5,30735.5,1,0,1,0,2
Sign Bottom,348,140694,143900,,,105604,118952,,,123149,131426,8277,1,0,1,0,2
Sign Top,349,74000,100732,31000,76163,,,,,52500,88447.5,35947.5,1,1,0,0,2
Sign Top,350,1500,31422,,,,,,,1500,31422,29922,1,0,0,0,1
Sign Top,351,41203,87570,47908,56733,,,83821,119320,57644,87874.33333,30230.33333,1,1,0,1,3
Sign Top,352,150792,170680,42116,57487,,,,,96454,114083.5,17629.5,1,1,0,0,2
Sign Bottom,353,84920,87973,41170,88372,,,,,63045,88172.5,25127.5,1,1,0,0,2
Sign Top,354,230,22353,,,,,,,230,22353,22123,1,0,0,0,1
Sign Bottom,355,29325,67441,,,,,,,29325,67441,38116,1,0,0,0,1
Sign Bottom,356,163538,212114,,,,,,,163538,212114,48576,1,0,0,0,1
Sign Top,357,40366,64559,,,,,,,40366,64559,24193,1,0,0,0,1
Sign Bottom,358,31500,32896,,,,,,,31500,32896,1396,1,0,0,0,1
Sign Top,359,10307,19790,,,,,,,10307,19790,9483,1,0,0,0,1
Sign Top,360,76674,84503,,,,,,,76674,84503,7829,1,0,0,0,1
Sign Bottom,361,388,10410,,,,,,,388,10410,10022,1,0,0,0,1
Sign Top,362,6966,18936,6923,29118,,,,,6944.5,24027,17082.5,1,1,0,0,2
Sign Top,363,34000,45366,32613,81098,,,,,33306.5,63232,29925.5,1,1,0,0,2
Sign Bottom,364,155750,169405,32490,53475,65049,74442,,,84429.66667,99107.33333,14677.66667,1,1,1,0,3
Sign Top,365,57000,106260,80000,83029,200,30783,,,45733.33333,73357.33333,27624,1,1,1,0,3
Sign Top,366,8460,39733,,,,,,,8460,39733,31273,1,0,0,0,1
Sign Top,367,5,40044,16565,25368,,,,,8285,32706,24421,1,1,0,0,2
Sign Top,368,116140,145201,72371,74420,,,,,94255.5,109810.5,15555,1,1,0,0,2
Sign Top,369,112000,129079,68691,78326,,,7000,19285,62563.66667,75563.33333,12999.66667,1,1,0,1,3
Sign Top,370,83436,121126,,,,,,,83436,121126,37690,1,0,0,0,1
Sign Top,371,29530,52362,180,23273,,,,,14855,37817.5,22962.5,1,1,0,0,2
Sign Top,372,8973,40030,125395,175171,,,,,67184,107600.5,40416.5,1,1,0,0,2
Sign Top,373,135741,158572,,,,,,,135741,158572,22831,1,0,0,0,1
Sign Top,374,700,2824,,,,,,,700,2824,2124,1,0,0,0,1
Sign Bottom,375,78706,115809,,,,,,,78706,115809,37103,1,0,0,0,1
Sign Top,376,140581,167764,,,,,,,140581,167764,27183,1,0,0,0,1
Sign Top,377,40727,47378,,,,,,,40727,47378,6651,1,0,0,0,1
Sign Top,378,31094,52408,3421,46100,,,,,17257.5,49254,31996.5,1,1,0,0,2
Sign Bottom,379,67544,70788,77852,97549,,,,,72698,84168.5,11470.5,1,1,0,0,2
Sign Top,380,119547,124356,112130,141263,,,,,115838.5,132809.5,16971,1,1,0,0,2
Sign Bottom,381,30521,74420,135649,142579,,,,,83085,108499.5,25414.5,1,1,0,0,2
Sign Top,382,19884,45284,5990,10595,,,,,12937,27939.5,15002.5,1,1,0,0,2
Sign Bottom,383,28482,62784,,,,,,,28482,62784,34302,1,0,0,0,1
Sign Top,384,12817,31278,44761,80567,,,,,28789,55922.5,27133.5,1,1,0,0,2
Sign Bottom,385,35293,41122,,,,,,,35293,41122,5829,1,0,0,0,1
Sign Bottom,386,184251,207277,,,,,,,184251,207277,23026,1,0,0,0,1
Sign Bottom,387,74624,105254,,,,,,,74624,105254,30630,1,0,0,0,1
Sign Top,388,4000,13063,37126,86528,,,,,20563,49795.5,29232.5,1,1,0,0,2
Sign Top,389,60049,62124,52000,64764,,,,,56024.5,63444,7419.5,1,1,0,0,2
Sign Top,390,17000,39480,23000,50059,,,,,20000,44769.5,24769.5,1,1,0,0,2
Sign Top,391,103000,118672,49142,81529,,,,,76071,100100.5,24029.5,1,1,0,0,2
Sign Bottom,392,24712,63922,,,,,,,24712,63922,39210,1,0,0,0,1
Sign Top,393,98980,120776,81376,112853,,,,,90178,116814.5,26636.5,1,1,0,0,2
Sign Bottom,394,52312,56689,,,,,,,52312,56689,4377,1,0,0,0,1
Sign Bottom,395,124771,160453,,,,,,,124771,160453,35682,1,0,0,0,1
Sign Top,396,60000,90971,75000,111988,,,,,67500,101479.5,33979.5,1,1,0,0,2
Sign Bottom,397,83118,110667,38508,50882,80640,96154,,,67422,85901,18479,1,1,1,0,3
Sign Top,398,135514,183033,,,90673,127536,,,113093.5,155284.5,42191,1,0,1,0,2
Sign Top,399,56000,95261,,,,,,,56000,95261,39261,1,0,0,0,1
Sign Bottom,400,63640,73813,,,,,,,63640,73813,10173,1,0,0,0,1
Sign Top,401,70807,102624,,,,,,,70807,102624,31817,1,0,0,0,1
Sign Top,402,43935,79123,,,,,,,43935,79123,35188,1,0,0,0,1
Sign Bottom,403,57471,83206,,,,,,,57471,83206,25735,1,0,0,0,1
Sign Top,404,57343,105126,78344,112703,,,,,67843.5,108914.5,41071,1,1,0,0,2
Sign Top,405,86024,121354,,,,,,,86024,121354,35330,1,0,0,0,1
Sign Bottom,406,111023,126050,41810,51382,,,,,76416.5,88716,12299.5,1,1,0,0,2
Sign Bottom,407,55619,61204,13587,61895,18791,19703,,,29332.33333,47600.66667,18268.33333,1,1,1,0,3
Sign Bottom,408,70619,75232,26342,28713,,,,,48480.5,51972.5,3492,1,1,0,0,2
Sign Bottom,409,83866,112668,,,,,,,83866,112668,28802,1,0,0,0,1
Sign Top,410,31026,53379,,,,,,,31026,53379,22353,1,0,0,0,1
Sign Top,411,50451,52603,,,,,,,50451,52603,2152,1,0,0,0,1
Sign Bottom,412,149040,173350,34913,47113,,,,,91976.5,110231.5,18255,1,1,0,0,2
Sign Bottom,413,92255,127196,,,,,,,92255,127196,34941,1,0,0,0,1
Sign Bottom,414,16665,47710,174231,219902,,,,,95448,133806,38358,1,1,0,0,2
Sign Top,415,50,37785,,,,,,,50,37785,37735,1,0,0,0,1
Sign Bottom,416,37914,40800,,,,,35395,69232,36654.5,55016,18361.5,1,0,0,1,2
Sign Bottom,417,64063,111737,,,,,,,64063,111737,47674,1,0,0,0,1
Sign Bottom,418,174000,190309,172000,184679,,,,,173000,187494,14494,1,1,0,0,2
Sign Top,419,30078,68431,,,,,,,30078,68431,38353,1,0,0,0,1
Sign Top,420,22668,60776,24276,61209,,,,,23472,60992.5,37520.5,1,1,0,0,2
Sign Top,421,49520,63203,,,,,,,49520,63203,13683,1,0,0,0,1
Sign Top,422,65641,99294,100094,139485,,,,,82867.5,119389.5,36522,1,1,0,0,2
Sign Top,423,50206,66021,163430,174635,,,,,106818,120328,13510,1,1,0,0,2
Sign Top,424,28500,55046,15800,37962,,,,,22150,46504,24354,1,1,0,0,2
Sign Bottom,425,108668,126066,,,,,,,108668,126066,17398,1,0,0,0,1
Sign Top,426,121446,134330,,,,,,,121446,134330,12884,1,0,0,0,1
Sign Top,427,46356,55026,,,,,,,46356,55026,8670,1,0,0,0,1
Sign Top,428,65000,85462,21,21235,5,39741,,,21675.33333,48812.66667,27137.33333,1,1,1,0,3
Sign Bottom,429,37562,46841,,,,,,,37562,46841,9279,1,0,0,0,1
Sign Bottom,430,51442,101127,,,,,,,51442,101127,49685,1,0,0,0,1
Sign Bottom,431,132352,158088,105347,117809,,,,,118849.5,137948.5,19099,1,1,0,0,2
Sign Top,432,79448,84471,,,,,,,79448,84471,5023,1,0,0,0,1
Sign Bottom,433,7912,57607,,,,,,,7912,57607,49695,1,0,0,0,1
Sign Bottom,434,119160,167842,,,,,,,119160,167842,48682,1,0,0,0,1
Sign Top,435,76724,114698,270,13510,,,,,38497,64104,25607,1,1,0,0,2
Sign Bottom,436,163325,196484,,,,,,,163325,196484,33159,1,0,0,0,1
Sign Top,437,47900,82509,,,,,,,47900,82509,34609,1,0,0,0,1
Sign Top,438,4144,24066,,,36010,62216,,,20077,43141,23064,1,0,1,0,2
Sign Bottom,439,64885,84589,30983,41975,,,,,47934,63282,15348,1,1,0,0,2
Sign Top,440,10553,26214,122218,124320,,,,,66385.5,75267,8881.5,1,1,0,0,2
Sign Top,441,100131,118517,,,,,891,36940,50511,77728.5,27217.5,1,0,0,1,2
Sign Bottom,442,114503,121297,,,,,,,114503,121297,6794,1,0,0,0,1
Sign Top,443,40681,49036,,,,,,,40681,49036,8355,1,0,0,0,1
Sign Bottom,444,60829,66243,39335,80243,,,,,50082,73243,23161,1,1,0,0,2
Sign Bottom,445,49620,59504,,,,,,,49620,59504,9884,1,0,0,0,1
Sign Bottom,446,226651,257155,235638,252716,,,,,231144.5,254935.5,23791,1,1,0,0,2
Sign Bottom,447,160242,198831,,,,,,,160242,198831,38589,1,0,0,0,1
Sign Top,448,19000,32088,,,,,,,19000,32088,13088,1,0,0,0,1
Sign Bottom,449,17934,37904,29607,77872,,,,,23770.5,57888,34117.5,1,1,0,0,2
Sign Bottom,450,113091,127912,77124,104783,74177,88349,,,88130.66667,107014.6667,18884,1,1,1,0,3
Sign Top,451,127039,144415,,,,,,,127039,144415,17376,1,0,0,0,1
Sign Top,452,59000,85230,,,,,,,59000,85230,26230,1,0,0,0,1
Sign Top,453,170095,175156,,,,,,,170095,175156,5061,1,0,0,0,1
Sign Bottom,454,27281,38224,,,,,,,27281,38224,10943,1,0,0,0,1
Sign Bottom,455,3616,38043,,,,,,,3616,38043,34427,1,0,0,0,1
Sign Bottom,456,94367,131333,36514,68044,,,,,65440.5,99688.5,34248,1,1,0,0,2
Sign Top,457,30200,67726,,,,,10,10908,15105,39317,24212,1,0,0,1,2
Sign Bottom,458,43699,47174,,,,,,,43699,47174,3475,1,0,0,0,1
Sign Bottom,459,167289,193307,,,,,,,167289,193307,26018,1,0,0,0,1
Sign Bottom,460,36428,60667,,,,,,,36428,60667,24239,1,0,0,0,1
Sign Bottom,461,11183,58342,112123,125234,,,,,61653,91788,30135,1,1,0,0,2
Sign Bottom,462,46625,65756,,,,,,,46625,65756,19131,1,0,0,0,1
Sign Bottom,463,128922,133045,121270,154071,,,,,125096,143558,18462,1,1,0,0,2
Sign Bottom,464,29358,45645,41000,82066,,,,,35179,63855.5,28676.5,1,1,0,0,2
Sign Top,465,28528,72313,54349,70469,,,,,41438.5,71391,29952.5,1,1,0,0,2
Sign Bottom,466,12987,47768,,,,,,,12987,47768,34781,1,0,0,0,1
Sign Top,467,20630,66498,80550,111797,,,,,50590,89147.5,38557.5,1,1,0,0,2
Sign Bottom,468,22106,27210,,,,,,,22106,27210,5104,1,0,0,0,1
Sign Bottom,469,69226,94767,31036,56331,,,,,50131,75549,25418,1,1,0,0,2
Sign Bottom,470,10155,16855,,,,,,,10155,16855,6700,1,0,0,0,1
Sign Top,471,165670,200555,,,,,,,165670,200555,34885,1,0,0,0,1
Sign Top,472,35000,77533,25000,45285,,,,,30000,61409,31409,1,1,0,0,2
Sign Bottom,473,33923,53765,99855,123832,,,,,66889,88798.5,21909.5,1,1,0,0,2
Sign Bottom,474,44836,53984,101441,116208,,,,,73138.5,85096,11957.5,1,1,0,0,2
Sign Top,475,11640,56518,,,,,,,11640,56518,44878,1,0,0,0,1
Sign Bottom,476,2469,26902,,,,,,,2469,26902,24433,1,0,0,0,1
Sign Top,477,89000,126481,,,,,,,89000,126481,37481,1,0,0,0,1
Sign Bottom,478,21353,61527,,,,,,,21353,61527,40174,1,0,0,0,1
Sign Top,479,58858,68684,34701,70327,,,,,46779.5,69505.5,22726,1,1,0,0,2
Sign Bottom,480,35213,48925,,,,,,,35213,48925,13712,1,0,0,0,1
Sign Bottom,481,136355,140915,210609,230514,,,,,173482,185714.5,12232.5,1,1,0,0,2
Sign Top,482,125000,134563,38305,41986,,,,,81652.5,88274.5,6622,1,1,0,0,2
Sign Bottom,483,72805,99513,,,,,,,72805,99513,26708,1,0,0,0,1
Sign Top,484,155755,161873,9513,23449,,,,,82634,92661,10027,1,1,0,0,2
Sign Bottom,485,25300,46929,84875,134506,,,,,55087.5,90717.5,35630,1,1,0,0,2
Sign Bottom,486,69443,115999,,,,,,,69443,115999,46556,1,0,0,0,1
Sign Top,487,584,46218,28187,49020,,,,,14385.5,47619,33233.5,1,1,0,0,2
Sign Top,488,60767,87891,,,,,,,60767,87891,27124,1,0,0,0,1
Sign Bottom,489,12339,48554,,,,,,,12339,48554,36215,1,0,0,0,1
Sign Top,490,91085,103576,61637,74097,,,,,76361,88836.5,12475.5,1,1,0,0,2
Sign Bottom,491,80019,125767,4083,51738,,,,,42051,88752.5,46701.5,1,1,0,0,2
Sign Bottom,492,5711,27167,,,,,,,5711,27167,21456,1,0,0,0,1
Sign Top,493,196,4612,,,87290,90114,,,43743,47363,3620,1,0,1,0,2
Sign Top,494,64882,108122,,,,,,,64882,108122,43240,1,0,0,0,1
Sign Top,495,0,13975,,,22000,61459,,,11000,37717,26717,1,0,1,0,2
Sign Bottom,496,44465,74060,,,,,,,44465,74060,29595,1,0,0,0,1
Sign Top,497,20649,31329,144655,184146,78945,115812,,,81416.33333,110429,29012.66667,1,1,1,0,3
Sign Top,498,25000,54206,,,55095,71214,,,40047.5,62710,22662.5,1,0,1,0,2
Sign Bottom,499,32876,74944,,,,,,,32876,74944,42068,1,0,0,0,1
Sign Top,500,100462,119060,,,,,,,100462,119060,18598,1,0,0,0,1
Sign Top,501,46180,75462,,,,,,,46180,75462,29282,1,0,0,0,1
Sign Top,502,85099,117159,150464,185214,,,,,117781.5,151186.5,33405,1,1,0,0,2
Sign Top,503,6000,42577,,,,,,,6000,42577,36577,1,0,0,0,1
Sign Top,504,22079,57179,,,,,,,22079,57179,35100,1,0,0,0,1
Sign Bottom,505,240388,247257,,,47442,61948,,,143915,154602.5,10687.5,1,0,1,0,2
Sign Bottom,506,46763,63089,,,,,,,46763,63089,16326,1,0,0,0,1
Sign Bottom,507,61406,76405,36756,82634,,,,,49081,79519.5,30438.5,1,1,0,0,2
Sign Bottom,508,80350,85612,,,,,,,80350,85612,5262,1,0,0,0,1
Sign Bottom,509,108683,111819,75151,117111,,,,,91917,114465,22548,1,1,0,0,2
Sign Bottom,510,156325,197836,52972,68904,,,,,104648.5,133370,28721.5,1,1,0,0,2
Sign Top,511,31212,71663,120267,141200,40420,76472,,,63966.33333,96445,32478.66667,1,1,1,0,3
Sign Top,512,17982,61435,,,,,,,17982,61435,43453,1,0,0,0,1
Sign Bottom,513,0,6482,46038,90726,,,,,23019,48604,25585,1,1,0,0,2
Sign Bottom,514,37256,51441,,,,,,,37256,51441,14185,1,0,0,0,1
Sign Top,515,15000,19135,234000,261539,,,,,124500,140337,15837,1,1,0,0,2
Sign Top,516,44000,72988,,,,,,,44000,72988,28988,1,0,0,0,1
Sign Bottom,517,69691,80587,44940,63199,,,,,57315.5,71893,14577.5,1,1,0,0,2
Sign Bottom,518,38572,48322,13864,24313,,,,,26218,36317.5,10099.5,1,1,0,0,2
Sign Bottom,519,109145,124647,,,,,,,109145,124647,15502,1,0,0,0,1
Sign Top,520,39931,42992,8256,54678,,,,,24093.5,48835,24741.5,1,1,0,0,2
Sign Top,521,38000,71754,48000,95225,,,,,43000,83489.5,40489.5,1,1,0,0,2
Sign Bottom,522,37251,75495,,,,,,,37251,75495,38244,1,0,0,0,1
Sign Bottom,523,20810,48081,,,,,,,20810,48081,27271,1,0,0,0,1
Sign Top,524,106747,121788,,,,,,,106747,121788,15041,1,0,0,0,1
Sign Top,525,18520,64606,,,,,,,18520,64606,46086,1,0,0,0,1
Sign Bottom,526,69971,84704,,,,,,,69971,84704,14733,1,0,0,0,1
Sign Top,527,25,1882,,,,,,,25,1882,1857,1,0,0,0,1
Sign Top,528,68470,110099,,,,,,,68470,110099,41629,1,0,0,0,1
Sign Bottom,529,76227,113656,192936,229633,,,,,134581.5,171644.5,37063,1,1,0,0,2
Sign Bottom,530,66426,113584,90845,134690,,,,,78635.5,124137,45501.5,1,1,0,0,2
Sign Top,531,78984,92713,,,,,,,78984,92713,13729,1,0,0,0,1
Sign Top,532,117184,149819,,,,,,,117184,149819,32635,1,0,0,0,1
Sign Top,533,1040,22252,,,,,,,1040,22252,21212,1,0,0,0,1
Sign Top,534,110000,148923,,,,,,,110000,148923,38923,1,0,0,0,1
Sign Bottom,535,96055,123653,,,,,,,96055,123653,27598,1,0,0,0,1
Sign Top,536,24561,26201,149052,183621,,,,,86806.5,104911,18104.5,1,1,0,0,2
Sign Top,537,139673,179679,,,,,,,139673,179679,40006,1,0,0,0,1
Sign Bottom,538,33300,82080,,,,,,,33300,82080,48780,1,0,0,0,1
Sign Top,539,147426,193377,,,,,,,147426,193377,45951,1,0,0,0,1
Sign Top,540,81500,125886,,,,,,,81500,125886,44386,1,0,0,0,1
Sign Bottom,541,132367,173972,98918,145684,28534,63535,,,86606.33333,127730.3333,41124,1,1,1,0,3
Sign Top,542,12014,33649,,,,,,,12014,33649,21635,1,0,0,0,1
Sign Bottom,543,11569,39444,,,,,,,11569,39444,27875,1,0,0,0,1
Sign Bottom,544,91833,115105,21408,30916,,,,,56620.5,73010.5,16390,1,1,0,0,2
Sign Bottom,545,4244,32529,,,,,,,4244,32529,28285,1,0,0,0,1
Sign Top,546,64972,67097,,,32113,79028,,,48542.5,73062.5,24520,1,0,1,0,2
Sign Top,547,82139,112827,27000,49929,,,,,54569.5,81378,26808.5,1,1,0,0,2
Sign Bottom,548,34107,57071,6425,11828,74069,93146,,,38200.33333,54015,15814.66667,1,1,1,0,3
Sign Bottom,549,17868,40476,,,,,,,17868,40476,22608,1,0,0,0,1
Sign Bottom,550,29030,50419,15732,31648,,,,,22381,41033.5,18652.5,1,1,0,0,2
Sign Bottom,551,43343,70262,,,58039,98013,,,50691,84137.5,33446.5,1,0,1,0,2
Sign Bottom,552,27132,73738,130743,152051,105704,122566,,,87859.66667,116118.3333,28258.66667,1,1,1,0,3
Sign Bottom,553,56229,91356,,,,,,,56229,91356,35127,1,0,0,0,1
Sign Top,554,22054,25074,,,,,,,22054,25074,3020,1,0,0,0,1
Sign Top,555,525,2116,,,70328,91007,772,17623,23875,36915.33333,13040.33333,1,0,1,1,3
Sign Top,556,43000,75672,,,,,,,43000,75672,32672,1,0,0,0,1
Sign Bottom,557,9761,57597,99569,100774,,,,,54665,79185.5,24520.5,1,1,0,0,2
Sign Bottom,558,30825,43184,,,,,,,30825,43184,12359,1,0,0,0,1
Sign Top,559,35000,63599,,,,,,,35000,63599,28599,1,0,0,0,1
Sign Bottom,560,135517,164118,41261,73717,,,,,88389,118917.5,30528.5,1,1,0,0,2
Sign Bottom,561,14133,21506,7317,7856,,,,,10725,14681,3956,1,1,0,0,2
Sign Top,562,31948,66744,101000,148269,,,59145,103121,64031,106044.6667,42013.66667,1,1,0,1,3
Sign Top,563,70000,112112,,,,,,,70000,112112,42112,1,0,0,0,1
Sign Top,564,141395,165486,,,,,,,141395,165486,24091,1,0,0,0,1
Sign Bottom,565,81031,115035,122933,152366,8657,10021,,,70873.66667,92474,21600.33333,1,1,1,0,3
Sign Top,566,38036,39109,,,,,,,38036,39109,1073,1,0,0,0,1
Sign Bottom,567,58895,85567,50226,91554,,,,,54560.5,88560.5,34000,1,1,0,0,2
Sign Bottom,568,70155,89265,104005,123473,,,,,87080,106369,19289,1,1,0,0,2
Sign Bottom,569,120099,126592,54932,83593,154345,171083,,,109792,127089.3333,17297.33333,1,1,1,0,3
Sign Bottom,570,65134,110175,19871,68978,,,,,42502.5,89576.5,47074,1,1,0,0,2
Sign Bottom,571,51305,56027,,,,,,,51305,56027,4722,1,0,0,0,1
Sign Bottom,572,53676,54319,,,,,,,53676,54319,643,1,0,0,0,1
Sign Bottom,573,65662,83466,,,,,4042,10260,34852,46863,12011,1,0,0,1,2
Sign Bottom,574,132352,148363,,,,,,,132352,148363,16011,1,0,0,0,1
Sign Bottom,575,76191,117339,87746,106676,,,,,81968.5,112007.5,30039,1,1,0,0,2
Sign Top,576,133000,163394,,,28000,73319,,,80500,118356.5,37856.5,1,0,1,0,2
Sign Top,577,6726,13538,,,,,,,6726,13538,6812,1,0,0,0,1
Sign Top,578,45110,88130,,,37542,83751,,,41326,85940.5,44614.5,1,0,1,0,2
Sign Bottom,579,16874,66794,,,,,,,16874,66794,49920,1,0,0,0,1
Sign Top,580,37000,56508,21430,34269,,,,,29215,45388.5,16173.5,1,1,0,0,2
Sign Bottom,581,21596,39227,53168,87360,121567,128034,,,65443.66667,84873.66667,19430,1,1,1,0,3
Sign Top,582,34656,69803,,,62000,82703,,,48328,76253,27925,1,0,1,0,2
Sign Bottom,583,10042,31985,,,,,,,10042,31985,21943,1,0,0,0,1
Sign Top,584,9540,19835,35446,52353,,,,,22493,36094,13601,1,1,0,0,2
Sign Bottom,585,70214,115329,,,,,,,70214,115329,45115,1,0,0,0,1
Sign Bottom,586,71000,71250,,,,,,,71000,71250,250,1,0,0,0,1
Sign Bottom,587,31523,54123,,,,,,,31523,54123,22600,1,0,0,0,1
Sign Bottom,588,120183,133105,87937,94537,,,,,104060,113821,9761,1,1,0,0,2
Sign Bottom,589,80873,104130,,,,,,,80873,104130,23257,1,0,0,0,1
Sign Bottom,590,56000,84416,89993,110903,,,,,72996.5,97659.5,24663,1,1,0,0,2
Sign Top,591,8,40574,,,,,,,8,40574,40566,1,0,0,0,1
Sign Bottom,592,153540,176514,,,,,,,153540,176514,22974,1,0,0,0,1
Sign Bottom,593,44608,50318,17019,63760,,,,,30813.5,57039,26225.5,1,1,0,0,2
Sign Top,594,32168,47138,44395,83342,,,,,38281.5,65240,26958.5,1,1,0,0,2
Sign Top,595,50000,97950,,,,,,,50000,97950,47950,1,0,0,0,1
Sign Bottom,596,67563,75570,,,,,,,67563,75570,8007,1,0,0,0,1
Sign Top,597,27232,49183,,,,,,,27232,49183,21951,1,0,0,0,1
Sign Top,598,141362,186709,128506,165919,,,,,134934,176314,41380,1,1,0,0,2
Sign Top,599,84808,128717,149800,173152,,,,,117304,150934.5,33630.5,1,1,0,0,2
Sign Bottom,600,117565,130569,,,80513,120662,,,99039,125615.5,26576.5,1,0,1,0,2
Sign Bottom,601,102483,105998,,,,,,,102483,105998,3515,1,0,0,0,1
Sign Top,602,24732,66971,,,,,,,24732,66971,42239,1,0,0,0,1
Sign Top,603,962,28850,36447,80867,,,,,18704.5,54858.5,36154,1,1,0,0,2
Sign Bottom,604,50687,53634,,,,,,,50687,53634,2947,1,0,0,0,1
Sign Top,605,67500,88070,,,,,,,67500,88070,20570,1,0,0,0,1
Sign Top,606,75601,124924,,,,,,,75601,124924,49323,1,0,0,0,1
Sign Bottom,607,110034,140801,39336,84796,,,,,74685,112798.5,38113.5,1,1,0,0,2
Sign Top,608,44669,45104,,,,,,,44669,45104,435,1,0,0,0,1
Sign Top,609,137455,147947,,,,,,,137455,147947,10492,1,0,0,0,1
Sign Top,610,275995,294018,90000,96294,,,,,182997.5,195156,12158.5,1,1,0,0,2
Sign Bottom,611,145956,157408,,,,,,,145956,157408,11452,1,0,0,0,1
Sign Bottom,612,186700,211285,,,,,,,186700,211285,24585,1,0,0,0,1
Sign Bottom,613,76721,95633,43942,90124,,,,,60331.5,92878.5,32547,1,1,0,0,2
Sign Bottom,614,132000,171255,77586,112949,,,,,104793,142102,37309,1,1,0,0,2
Sign Bottom,615,163473,207062,,,,,,,163473,207062,43589,1,0,0,0,1
Sign Bottom,616,42643,43347,,,,,,,42643,43347,704,1,0,0,0,1
Sign Top,617,84707,110388,,,,,,,84707,110388,25681,1,0,0,0,1
Sign Bottom,618,197077,197221,,,101266,121274,,,149171.5,159247.5,10076,1,0,1,0,2
Sign Top,619,13484,17177,,,,,,,13484,17177,3693,1,0,0,0,1
Sign Top,620,56594,66112,,,,,108793,147565,82693.5,106838.5,24145,1,0,0,1,2
Sign Bottom,621,64740,90116,,,,,,,64740,90116,25376,1,0,0,0,1
Sign Bottom,622,12295,21467,,,,,,,12295,21467,9172,1,0,0,0,1
Sign Top,623,180423,198864,,,,,369,24567,90396,111715.5,21319.5,1,0,0,1,2
Sign Bottom,624,48572,84652,,,,,,,48572,84652,36080,1,0,0,0,1
Sign Bottom,625,128625,146914,7371,13997,,,,,67998,80455.5,12457.5,1,1,0,0,2
Sign Bottom,626,43033,79987,,,,,,,43033,79987,36954,1,0,0,0,1
Sign Bottom,627,49086,74417,29826,41899,,,,,39456,58158,18702,1,1,0,0,2
Sign Top,628,65924,111787,,,,,,,65924,111787,45863,1,0,0,0,1
Sign Bottom,629,49198,52146,30600,70808,,,,,39899,61477,21578,1,1,0,0,2
Sign Bottom,630,54000,102877,,,,,,,54000,102877,48877,1,0,0,0,1
